Source,Section,Title,Date,URL
indiatimes.com,city,"Girl, 10, dies after having chicken at Tamil Nadu eatery",12-09-2021,https://timesofindia.indiatimes.com/city/puducherry/girl-10-dies-after-having-chicken-at-tn-eatery/articleshow/86126436.cms
thehindu.com,cities,Food safety team begins month-long inspection drive,14-09-2021,https://www.thehindu.com/news/cities/chennai/food-safety-team-begins-month-long-inspection-drive/article36444161.ece
thehindu.com,cities,Over 40 kg of unhygienic meat seized in Salem,14-09-2021,https://www.thehindu.com/news/cities/Coimbatore/over-40-kg-of-unhygienic-meat-seized-in-salem/article36442874.ece
thehindu.com,cities,40 kg of unhygienic meat seized in Erode,14-09-2021,https://www.thehindu.com/news/cities/Coimbatore/40-kg-of-unhygienic-meat-seized-in-erode/article36462773.ece
indiatimes.com,city,10 students fall sick at school in Gudivada,10-03-2021,https://timesofindia.indiatimes.com/city/vijayawada/10-students-fall-sick-at-school-in-gudivada/articleshow/81418530.cms
indiatimes.com,city,FDA seizes edible oil worth over Rs 9L,10-03-2021,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-edible-oil-worth-over-rs-9l/articleshow/81418956.cms
indiatimes.com,city,"Hyderabad: Three peddlers, including a cop, arrested",16-03-2021,https://timesofindia.indiatimes.com/city/hyderabad/3-peddlers-including-a-cop-arrested/articleshow/81518702.cms
indiatimes.com,city,"SP plays decoy, blows lid off Meerut hotels illegally selling liquor",24-03-2021,https://timesofindia.indiatimes.com/city/meerut/sp-plays-decoy-blows-lid-off-meerut-hotels-illegally-selling-liquor/articleshow/81657307.cms
newindianexpress.com,states,Another fake ghee and honey making unit busted in Cuttack,31-01-2021,https://www.newindianexpress.com/states/odisha/2021/jan/31/another-fake-ghee-and-honey-making-unit-busted-in-cuttack-2257497.html
newindianexpress.com,states,Spurious soft drink unit busted in Odisha's Mancheswar,03-02-2021,https://www.newindianexpress.com/states/odisha/2021/feb/03/spurious-soft-drink-unit-busted-in-odishas-mancheswar-2258926.html
newindianexpress.com,states,14 tonnes of artificially-ripened bananas seized,07-02-2021,https://www.newindianexpress.com/states/tamil-nadu/2021/feb/07/14-tonnes-of-artificially-ripened-bananas-seized-2260710.html
indiatimes.com,city,‘Remove seal of shop where banned tobacco products were seized’,16-02-2021,https://timesofindia.indiatimes.com/city/madurai/remove-seal-of-shop-where-banned-tobacco-products-were-seized/articleshow/80941546.cms
thehindu.com,national,Cheap imports hits inland fish farmers,20-02-2021,https://www.thehindu.com/news/national/kerala/cheap-imports-hits-inland-fish-farmers/article33889003.ece
thehindu.com,cities,Man arrested for selling duplicate cables,21-02-2021,https://www.thehindu.com/news/cities/Coimbatore/man-arrested-for-selling-duplicate-cables/article33891724.ece
indiatimes.com,city,Portal to aid in boosting fishermen’s livelihood,28-02-2021,https://timesofindia.indiatimes.com/city/thiruvananthapuram/portal-to-aid-in-boosting-fishermens-livelihood/articleshow/81248978.cms
newindianexpress.com,cities,"Vijayawada police set sights on curbing drug menace, gambling",02-01-2021,https://www.newindianexpress.com/cities/vijayawada/2021/jan/02/vijayawada-police-set-sights-on-curbing-drug-menace-gambling-2244305.html
newindianexpress.com,states,Spurious food units operated on CMC land,02-01-2021,https://www.newindianexpress.com/states/odisha/2021/jan/02/spurious-food-unitsoperated-on-cmc-land-2244404.html
newindianexpress.com,states,Spurious paneer trade going on for 5 years in Cuttack: Milk salesman association,01-01-2021,https://www.newindianexpress.com/states/odisha/2021/jan/01/spurious-paneer-trade-going-on-for-5-years-in-cuttack-milk-salesman-association-2243959.html
newindianexpress.com,cities,CP has evolved since 2008: DGP,03-01-2021,https://www.newindianexpress.com/cities/bhubaneswar/2021/jan/03/cp-has-evolved-since-2008-dgp-2244719.html
thehindu.com,cities,Warning against using adulterated tea,05-01-2021,https://www.thehindu.com/news/cities/Coimbatore/warning-against-using-adulterated-tea/article33504546.ece
newindianexpress.com,states,"Police bust fake tea manufacturing unit in Cuttack, 45 quintals seized",06-01-2021,https://www.newindianexpress.com/states/odisha/2021/jan/06/police-bust-fake-tea-manufacturing-unit-in-cuttack-45-quintals-seized-2246301.html
indiatimes.com,city,Duplicate ghee making unit busted in Rander,08-01-2021,https://timesofindia.indiatimes.com/city/surat/duplicate-ghee-making-unit-busted-in-rander/articleshow/80158534.cms
thehindu.com,national,"One dies, over 200 taken ill after consuming adulterated toddy",09-01-2021,https://www.thehindu.com/news/national/telangana/one-dies-over-200-taken-ill-after-consuming-adulterated-toddy/article33538590.ece
indiatimes.com,city,Unfit alcohol seized by excise officials in Indore,15-01-2021,https://timesofindia.indiatimes.com/city/indore/unfit-alcohol-seized-by-excise-officials-in-indore/articleshow/80280328.cms
indiatimes.com,city,"FSDA finds cold drinks crossing best before dates during raid at factory, issues improvement notice",21-01-2021,https://timesofindia.indiatimes.com/city/meerut/fsda-finds-cold-drinks-crossing-best-before-dates-during-raid-at-factory-issues-improvement-notice/articleshow/80372028.cms
newindianexpress.com,cities,Food poisoning reason for West Godavari mystery illness: District administration officials,21-01-2021,https://www.newindianexpress.com/cities/vijayawada/2021/jan/21/food-poisoning-reason-for-west-godavari-mystery-illness-district-administration-officials-2253066.html
newindianexpress.com,states,EG district turns hub of tea powder adulteration,20-12-2021,https://www.newindianexpress.com/states/andhra-pradesh/2021/dec/20/eg-district-turns-hub-of-tea-powder-adulteration-2397530.html
thehindu.com,brandhub,Food Poisoning in Children,27-12-2021,https://www.thehindu.com/brandhub/food-poisoning-in-children/article38049892.ece
thehindu.com,cities,610 tonnes of tobacco products seized,25-12-2021,https://www.thehindu.com/news/cities/Tiruchirapalli/seized/article38037148.ece
thehindu.com,national,Four arrested in Nandini ghee adulteration racket case,29-12-2021,https://www.thehindu.com/news/national/karnataka/four-arrested-in-nandini-ghee-adulteration-racket-case/article38059298.ece
thehindu.com,cities,Shop sealed for selling banned tobacco products,27-12-2021,https://www.thehindu.com/news/cities/Tiruchirapalli/shop-sealed-for-selling-banned-tobacco-products/article38049596.ece
thehindu.com,national,Crackdown on illegal sale of prescription drugs,30-12-2021,https://www.thehindu.com/news/national/tamil-nadu/crackdown-on-illegal-sale-of-prescription-drugs/article38067190.ece
indiatimes.com,city,Mysuru: Four arrested in Nandini ghee racket,29-12-2021,https://timesofindia.indiatimes.com/city/mysuru/mysuru-four-arrested-in-nandini-ghee-racket/articleshow/88559007.cms
thehindu.com,national,CBI probe sought into Nandini ghee adulteration racket case,30-12-2021,https://www.thehindu.com/news/national/karnataka/cbi-probe-sought-into-nandini-ghee-adulteration-racket-case/article38072313.ece
indiatimes.com,city,"120kg Fake Milk Solids Made With Soybean, Starch Seized",30-01-2022,https://timesofindia.indiatimes.com/city/rajkot/120kg-fake-milk-solids-made-with-soybean-starch-seized/articleshow/89212867.cms
indiatimes.com,city,Kmf Set To Change Product Name Packaging,31-01-2022,https://timesofindia.indiatimes.com/city/bengaluru/kmf-set-to-change-product-name-packaging/articleshow/89231673.cms
thehindu.com,national,Plea to exempt imported raw cashews from FSSAI clearance,31-01-2022,https://www.thehindu.com/news/national/tamil-nadu/plea-to-exempt-imported-raw-cashews-from-fssai-clearance/article38352537.ece
thehindu.com,cities,Food safety officials seize over 350 kg of adulterated vegetables in Koyambedu,31-01-2022,https://www.thehindu.com/news/cities/chennai/food-safety-officials-seize-over-350-kg-of-adulterated-vegetables-in-koyambedu/article38352440.ece
thehindu.com,cities,Officials lock units manufacturing food items with banned chemicals,02-02-2022,https://www.thehindu.com/news/cities/chennai/officials-lock-units-manufacturing-food-items-with-banned-chemicals/article38361421.ece
indiatimes.com,city,Illegal pharmaceutical unit busted in US Nagar,09-02-2022,https://timesofindia.indiatimes.com/city/dehradun/illegal-pharmaceutical-unit-busted-in-us-nagar/articleshow/89437185.cms
indiatimes.com,blogs,Why focus on R&D is required for overall food and drink portfolio to meet health standards,15-02-2022,https://timesofindia.indiatimes.com/blogs/voices/why-focus-on-rd-is-required-for-overall-food-and-drink-portfolio-to-meet-health-standards/
indiatimes.com,city,Food traders using suspicious colours for eatables raided,18-02-2022,https://timesofindia.indiatimes.com/city/nagpur/food-traders-using-suspicious-colours-for-eatables-raided/articleshow/89648867.cms
newindianexpress.com,states,"Adulterated spices unit busted, owner held in Cuttack",20-02-2022,https://www.newindianexpress.com/states/odisha/2022/feb/20/adulterated-spices-unit-busted-owner-held-in-cuttack-2421663.html
indiatimes.com,city,"fda: Fda Seizes Unlabelled Jaggery Worth ₹29,850",21-02-2022,https://timesofindia.indiatimes.com/city/nashik/fda-seizes-unlabelled-jaggery-worth-29850/articleshow/89711690.cms
thehindu.com,cities,Expired soft drink bottles seized in Chennai,21-02-2022,https://www.thehindu.com/news/cities/chennai/food-safety-department-seizes-24000-bottles-of-expired-soft-drinks-in-chennai/article65070721.ece
thehindu.com,cities,Tea stall sealed for selling banned tobacco products,24-02-2022,https://www.thehindu.com/news/cities/Tiruchirapalli/tea-stall-sealed-for-selling-banned-tobacco-products/article65081023.ece
indiatimes.com,blogs,‘Bird Flu’ strikes Maharashtra: Here’s everything you need to know to prepare better,03-03-2022,https://timesofindia.indiatimes.com/blogs/voices/bird-flu-strikes-maharashtra-heres-everything-you-need-to-know-to-prepare-better/
thehindu.com,cities,FSSAI seizes 21 kg of banned tobacco products near Avinashi,05-03-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-21-kg-of-banned-tobacco-products-near-avinashi/article65193222.ece
indiatimes.com,city,Food Safety Officials Crack Down On Shops Selling Tobacco Products,06-03-2022,https://timesofindia.indiatimes.com/city/coimbatore/food-safety-officials-crack-down-on-shops-selling-tobacco-products/articleshow/90023221.cms
indiatimes.com,city,Andhra Pradesh: False scarcity pushes up prices of edible oil,10-03-2022,https://timesofindia.indiatimes.com/city/vijayawada/andhra-pradesh-false-scarcity-pushes-up-prices-of-edible-oil/articleshow/90113025.cms
indiatimes.com,city,Shut illegal units selling unpackaged water: NGT,11-03-2022,https://timesofindia.indiatimes.com/city/nagpur/shut-illegal-units-selling-unpackaged-water-ngt/articleshow/90136175.cms
newindianexpress.com,cities,"Nine years after ban, TN unable to spit out gutka trade",11-03-2022,https://www.newindianexpress.com/cities/chennai/2022/mar/11/nine-years-after-ban-tn-unable-to-spit-out-gutka-trade-2428743.html
newindianexpress.com,states,Crackdown on oil vendors flouting government regulations,15-03-2022,https://www.newindianexpress.com/states/andhra-pradesh/2022/mar/15/crackdown-on-oil-vendors-flouting-government-regulations-2430162.html
thehindu.com,cities,Adulterated palm jaggery seized,17-03-2022,https://www.thehindu.com/news/cities/Madurai/adulterated-palm-jaggery-seized/article65234750.ece
thehindu.com,national,Tirunelveli Reader’s Mail,20-03-2022,https://www.thehindu.com/news/national/tamil-nadu/tirunelveli-readers-mail/article65243327.ece
thehindu.com,national,"Edible oil traders booked, stocks worth ₹29 crore seized in surprise raids in Andhra Pradesh",20-03-2022,https://www.thehindu.com/news/national/andhra-pradesh/edible-oil-traders-booked-stocks-worth-29-crore-seized-in-surprise-raids-in-andhra-pradesh/article65243587.ece
indiatimes.com,city,"Food Dept Raids 14 Food Shops In City, Collects 20 Samples",17-03-2022,https://timesofindia.indiatimes.com/city/kanpur/food-dept-raids-14-food-shops-in-city-collects-20-samples/articleshow/90279506.cms
newindianexpress.com,states,More government outlets to sell edible oil for less,21-03-2022,https://www.newindianexpress.com/states/andhra-pradesh/2022/mar/21/more-governmentoutlets-to-sell-edible-oil-for-less-2432444.html
thehindu.com,cities,FSSAI destroys over 400 kg expired food items in Coimbatore,22-03-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-destroys-over-400-kg-expired-food-items-in-coimbatore/article65249207.ece
indiatimes.com,city,423 kg of expired food materials seized from Coimbatore stores,22-03-2022,https://timesofindia.indiatimes.com/city/coimbatore/423-kg-of-expired-food-materials-seized-from-coimbatore-stores/articleshow/90380817.cms
thehindu.com,national,Food safety officials raid shops in Vadapalani temple,24-03-2022,https://www.thehindu.com/news/national/tamil-nadu/food-safety-officials-raid-shops-in-vadapalani-temple/article65253119.ece
indianexpress.com,cities,Chennai: Food safety officials raid shop at Vadapalani Andavar temple,24-03-2022,https://indianexpress.com/article/cities/chennai/chennai-food-safety-officials-raid-shop-at-vadapalani-andavar-temple-7834048/
newindianexpress.com,states,Vegetarian-only highway motels: SETC junks tender,26-03-2022,https://www.newindianexpress.com/states/tamil-nadu/2022/mar/26/vegetarian-only-highway-motels-setc-junks-tender-2434378.html
indiatimes.com,city,490 tonne of gutka and pan masala seized in TN since May 2021,25-03-2022,https://timesofindia.indiatimes.com/city/chennai/490-tonne-of-gutka-and-pan-masala-seized-in-tn-since-may-2021/articleshow/90437538.cms
thehindu.com,cities,491 tonnes of banned tobacco products seized: Minister,25-03-2022,https://www.thehindu.com/news/cities/chennai/491-tonnes-of-banned-tobacco-products-seized-minister/article65258831.ece
thehindu.com,cities,Tobacco products seized,29-03-2022,https://www.thehindu.com/news/cities/Madurai/tirunelveli/article65271292.ece
thehindu.com,cities,Central jail kitchen getsrtified under ERC Campaign,29-03-2022,https://www.thehindu.com/news/cities/Madurai/central-jail-kitchen-getsrtified-under-erc-campaign/article65271774.ece
indiatimes.com,city,"bsp: Bsp Leader’s Factory Raided, Meat Worth 5 Crore Seized",02-04-2022,https://timesofindia.indiatimes.com/city/meerut/bsp-leaders-factory-raided-meat-worth-5-crore-seized/articleshow/90601251.cms
indiatimes.com,city,dr vijay singla: Health Minister Orders Crackdown On Adulteration,03-04-2022,https://timesofindia.indiatimes.com/city/chandigarh/health-minister-orders-crackdown-on-adulteration/articleshow/90617139.cms
newindianexpress.com,cities,New working group to combat use of banned plastic items in Chennai,06-04-2022,https://www.newindianexpress.com/cities/chennai/2022/apr/06/new-working-group-to-combat-use-of-banned-plastic-items-in-chennai-2438513.html
indiatimes.com,business,Ferrero recalls Kinder chocolates in US over Salmonella fears,08-04-2022,https://timesofindia.indiatimes.com/business/international-business/ferrero-recalls-kinder-chocolates-in-us-over-salmonella-fears/articleshow/90724070.cms
thehindu.com,cities,FSSAI seizes 27.5 kg banned tobacco products in Palladam,09-04-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-275-kg-banned-tobacco-products-in-palladam/article65306008.ece
indiatimes.com,city,"After meat unit, BSP ex-minister's 'illegal' hospital sealed in Uttar Pradesh",07-04-2022,https://timesofindia.indiatimes.com/city/meerut/after-meat-unit-bsp-ex-ministers-illegal-hospital-sealed-in-uttar-pradesh/articleshow/90696805.cms
indiatimes.com,city,Where have all the mangoes gone?,22-04-2022,https://timesofindia.indiatimes.com/city/coimbatore/where-have-all-the-mangoes-gone/articleshow/90994638.cms
thehindu.com,cities,Dry day on May 1 in Coimbatore,27-04-2022,https://www.thehindu.com/news/cities/Coimbatore/dry-day-on-may-1-in-coimbatore/article65360551.ece
thehindu.com,cities,"4,500 kg artificially ripened mangoes seized",28-04-2022,https://www.thehindu.com/news/cities/Tiruchirapalli/4500-kg-artificially-ripened-mangoes-seized/article65363596.ece
indiatimes.com,short-videos,How Feeding Pigeons Could Be Killing You,21-12-2022,https://timesofindia.indiatimes.com/short-videos/news/how-feeding-pigeons-could-be-killing-you-doctors-warn-against-a-growing-threat-pigeons/videoshow/112569259.cms
indiatimes.com,videos,"School fee hikes exorbitant, Telangana does not have school fee regulatory committee",21-12-2022,https://timesofindia.indiatimes.com/videos/toi-original/school-fee-hikes-exorbitant-telangana-does-not-have-school-fee-regulatory-committee/videoshow/112323800.cms
indiatimes.com,city,fssai: Rs Puram Uzhavar Sandhai To Sell Clean And Fresh Produce,01-01-2022,https://timesofindia.indiatimes.com/city/coimbatore/rs-puram-uzhavar-sandhai-to-sell-clean-and-fresh-produce/articleshow/88625755.cms
thehindu.com,national,"KMF’s vigilance squad seizes over 8,700 litres of ghee",04-01-2022,https://www.thehindu.com/news/national/karnataka/kmfs-vigilance-squad-seizes-over-8700-litres-of-ghee/article38103459.ece
indiatimes.com,city,FDA urges ‘big’ hotels to hand over excess edible oil for bio-diesel,10-01-2022,https://timesofindia.indiatimes.com/city/nagpur/fda-urges-big-hotels-to-hand-over-excess-edible-oil-for-bio-diesel/articleshow/88797263.cms
thehindu.com,cities,Artificially coloured ‘appalam’ seized,10-01-2022,https://www.thehindu.com/news/cities/Madurai/artificially-coloured-appalam-seized/article38222049.ece
newindianexpress.com,states,Another fake sauce unit busted in Cuttack,14-01-2022,https://www.newindianexpress.com/states/odisha/2022/jan/14/another-fake-sauce-unit-busted-in-cuttack-2406731.html
indiatimes.com,city,"Big fish jump in to slam, support camel herders detained by cops",17-01-2022,https://timesofindia.indiatimes.com/city/nagpur/big-fish-jump-in-to-slam-support-camel-herders-detained-by-cops/articleshow/88938464.cms
thehindu.com,national,Operation Matsya nets a huge haul,23-04-2022,https://www.thehindu.com/news/national/kerala/operation-matsyanets-a-huge-haul/article65349078.ece
newindianexpress.com,states,Kerala Food Safety Department seizes 200kg of rotten sardine from Kasaragod fish market,07-05-2022,https://www.newindianexpress.com/states/kerala/2022/may/07/kerala-food-safety-department-seizes-200kg-of-rotten-sardine-from-kasaragod-fish-market-2450845.html
newindianexpress.com,states,"Inspection at eateries in Kerala, guidelines soon to run shawarma joints",04-05-2022,https://www.newindianexpress.com/states/kerala/2022/may/04/inspection-at-eateries-in-kerala-guidelines-soon-to-run-shawarma-joints-2449390.html
newindianexpress.com,cities,Something’s rotten: Food safety dept swings into action amid stale fish plaints,21-04-2022,https://www.newindianexpress.com/cities/thiruvananthapuram/2022/apr/21/somethings-rotten-food-safety-dept-swings-into-action-amid-stale-fish-plaints-2444442.html
thehindu.com,national,"Salmonella, shigella bacteria found in samples from Kasaragod",07-05-2022,https://www.thehindu.com/news/national/kerala/salmonella-shigella-bacteria-found-in-samples-from-kasaragod/article65392113.ece
thehindu.com,national,10 hotels closed in Idukki,07-05-2022,https://www.thehindu.com/news/national/kerala/10-hotels-closed-in-idukki/article65392005.ece
thehindu.com,national,Safe-to-eat fish is still some distance away,07-05-2022,https://www.thehindu.com/news/national/kerala/safe-to-eat-fish-is-still-some-distance-away/article65389267.ece
thehindu.com,cities,FSSAI seizes over two tonnes of artificially ripened mangoes in Tiruppur,07-05-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-over-two-tonnes-of-artificially-ripened-mangoes-in-tiruppur/article65391093.ece
thehindu.com,national,Closure notices issued to 110 food joints in Kerala,07-05-2022,https://www.thehindu.com/news/national/kerala/closure-notices-issued-to-110-food-joints-in-kerala/article65389326.ece
thehindu.com,national,200 kg of stale fish seized in Kasaragod,07-05-2022,https://www.thehindu.com/news/national/kerala/200-kg-of-stale-fish-seized-in-kasaragod/article65391618.ece
thehindu.com,cities,"Officials conduct checks on shawarma stalls in Tiruchi, Karur",06-05-2022,https://www.thehindu.com/news/cities/Tiruchirapalli/officials-conduct-checks-on-shawarma-stalls-in-tiruchi-karur/article65388655.ece
indiatimes.com,city,Food Officials Conduct Surprise Checks At 50 Shawarma Shops,06-05-2022,https://timesofindia.indiatimes.com/city/coimbatore/food-officials-conduct-surprise-checks-at-50-shawarma-shops/articleshow/91358612.cms
indiatimes.com,city,Closure Notice Served On Hotels For Storing Stale Food,07-05-2022,https://timesofindia.indiatimes.com/city/kochi/closure-notice-served-on-hotels-for-storing-stale-food/articleshow/91387509.cms
indiatimes.com,city,madurai: Students Fall Ill After Having Shawarma In Thanjavur,07-05-2022,https://timesofindia.indiatimes.com/city/madurai/students-fall-ill-after-having-shawarma-in-thanjavur/articleshow/91387254.cms
indiatimes.com,city,Shawarma Death Fallout: Food Safety Now Priority | Thiruvananthapuram News,07-05-2022,https://timesofindia.indiatimes.com/city/thiruvananthapuram/shawarma-death-fallout-food-safety-now-priority/articleshow/91386932.cms
newindianexpress.com,cities,"Food poisoning: Salmonella, shigella found in shawarma samples",08-05-2022,https://www.newindianexpress.com/cities/thiruvananthapuram/2022/may/08/food-poisoning-salmonella-shigella-found-in-shawarma-samples-2451097.html
indiatimes.com,city,Over 2 Tonnes Artificially Ripened Mangoes Seized,08-05-2022,https://timesofindia.indiatimes.com/city/coimbatore/over-2-tonnes-artificially-ripened-mangoes-seized/articleshow/91408810.cms
thehindu.com,national,572 eateries inspected across State,08-05-2022,https://www.thehindu.com/news/national/kerala/572-eateries-inspected-across-state/article65395007.ece
indiatimes.com,city,madurai: Seizure Of Stale Meat Continues In Trichy; Eateries Warned In Madurai,08-05-2022,https://timesofindia.indiatimes.com/city/trichy/seizure-of-stale-meat-continues-in-trichy-eateries-warned-in-madurai/articleshow/91408706.cms
indiatimes.com,city,health squad: Hoteliers Question Checks By Corp’s Health Squad | Thiruvananthapuram News,09-05-2022,https://timesofindia.indiatimes.com/city/thiruvananthapuram/hoteliers-question-checks-by-corps-health-squad/articleshow/91425871.cms
thehindu.com,national,Squads in action to track sale of rotten fish,09-05-2022,https://www.thehindu.com/news/national/kerala/squads-in-action-to-track-sale-of-rotten-fish/article65397775.ece
thehindu.com,cities,Over 130 kg of stale meat seized in Salem,09-05-2022,https://www.thehindu.com/news/cities/Coimbatore/over-130-kg-of-stale-meat-seized-in-salem/article65398530.ece
indiatimes.com,city,Crackdown On Illegal Eateries Continues In State | Thiruvananthapuram News,10-05-2022,https://timesofindia.indiatimes.com/city/thiruvananthapuram/crackdown-on-illegal-eateries-continues-in-state/articleshow/91453762.cms
newindianexpress.com,cities,"Operation Shawarma: Stale food, rotten system",11-05-2022,https://www.newindianexpress.com/cities/kochi/2022/may/11/operation-shawarma-stale-foodrotten-system-2452017.html
newindianexpress.com,states,1.5 tonne of artificially ripened mangoes seized in Tamil Nadu's Villupuram,11-05-2022,https://www.newindianexpress.com/states/tamil-nadu/2022/may/11/15-tonne-of-artificially-ripened-mangoes-seized-in-tamil-nadus-villupuram-2452261.html
indiatimes.com,city,Cockroach In Sambar: Food Outlet Under Safety Lens,11-05-2022,https://timesofindia.indiatimes.com/city/coimbatore/cockroach-in-sambar-food-outlet-under-safety-lens/articleshow/91479200.cms
thehindu.com,cities,FSSAI seizes 175 kg stale fish in Palladam,11-05-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-175-kg-stale-fish-in-palladam/article65404069.ece
thehindu.com,cities,FSSAI seizes 14.7 tonnes of artificially ripened fruits in Coimbatore,11-05-2022,https://www.thehindu.com/news/cities/Coimbatore/fssai-seizes-147-tonnes-of-artificially-ripened-fruits-in-coimbatore/article65404438.ece
thehindu.com,national,Govt. sounds alert against infectious diseases,11-05-2022,https://www.thehindu.com/news/national/kerala/govt-sounds-alert-against-infectious-diseases/article65404905.ece
thehindu.com,cities,Police to continue seizure of properties of ganja peddlers,11-05-2022,https://www.thehindu.com/news/cities/Madurai/police-to-continue-seizure-of-properties-of-ganja-peddlers/article65404977.ece
thehindu.com,national,Juice shops under scanner in food safety raids,11-05-2022,https://www.thehindu.com/news/national/kerala/juice-shops-under-scanner-in-food-safety-raids/article65405056.ece
indiatimes.com,city,Artificially Ripened Fruits Destroyed,12-05-2022,https://timesofindia.indiatimes.com/city/coimbatore/artificially-ripened-fruits-destroyed/articleshow/91503459.cms
newindianexpress.com,states,"No artificial ripening of mangoes, Salem traders told",13-05-2022,https://www.newindianexpress.com/states/tamil-nadu/2022/may/13/no-artificial-ripening-of-mangoes-salem-traders-told-2452856.html
indiatimes.com,city,madurai: Call To Be Cautious While Having Meat-based Fast Food In Summer,13-05-2022,https://timesofindia.indiatimes.com/city/madurai/call-to-be-cautious-while-having-meat-based-fast-food-in-summer/articleshow/91528030.cms
indiatimes.com,city,"Police Seize 2,000kg ‘fake’ Paneer From 2 Factories, Seven Arrested",13-05-2022,https://timesofindia.indiatimes.com/city/mumbai/police-seize-2000kg-fake-paneer-from-2-factories-seven-arrested/articleshow/91527477.cms
thehindu.com,cities,Stale baked goods seized,13-05-2022,https://www.thehindu.com/news/cities/Tiruchirapalli/stale-baked-goods-seized/article65410987.ece
thehindu.com,national,Food safety raids continue in State,13-05-2022,https://www.thehindu.com/news/national/kerala/food-safety-raids-continue-in-state/article65411555.ece
newindianexpress.com,cities,"Food inspection: 33 eateries sealed on Friday, inspections to continue",14-05-2022,https://www.newindianexpress.com/cities/thiruvananthapuram/2022/may/14/food-inspection-33-eateries-sealed-on-friday-inspections-to-continue-2453259.html
indiatimes.com,city,madurai: 100kg Rotten Mangoes Seized In Madurai Mkt,15-05-2022,https://timesofindia.indiatimes.com/city/madurai/100kg-rotten-mangoes-seized-in-madurai-mkt/articleshow/91569899.cms
newindianexpress.com,cities,Demand drives artificial fruit ripening,17-05-2022,https://www.newindianexpress.com/cities/chennai/2022/may/17/demand-drives-artificial-fruit-ripening-2454456.html
indianexpress.com,cities,"Mumbai: 430 kg adulterated tea seized, two arrested",17-05-2022,https://indianexpress.com/article/cities/mumbai/mumbai-430-kg-adulterated-tea-seized-two-arrested-7921768/
indiatimes.com,city,"Be a vigilant ‘food snob’, say experts amid food safety concerns",18-05-2022,https://timesofindia.indiatimes.com/city/kochi/be-a-vigilant-food-snob-say-experts-amid-food-safety-concerns/articleshow/91639544.cms
thehindu.com,national,"Seeds, fertilizers, pesticides worth about ₹80 lakh seized in vigilance raids",18-05-2022,https://www.thehindu.com/news/national/andhra-pradesh/seeds-fertilizers-pesticides-worth-about-80-lakh-seized-in-vigilance-raids/article65426710.ece
thehindu.com,national,Food Safety licence mandatory for eateries: Kerala Minister,19-05-2022,https://www.thehindu.com/news/national/kerala/food-safety-licence-mandatory-for-eateries-kerala-minister/article65427087.ece
newindianexpress.com,states,Acute diarrhoea cases high in Kerala,20-05-2022,https://www.newindianexpress.com/states/kerala/2022/may/20/acute-diarrhoea-cases-high-in-kerala-2455614.html
indiatimes.com,city,Samples of seized milk products found adulterated,20-05-2022,https://timesofindia.indiatimes.com/city/dehradun/samples-of-seized-milk-products-found-adulterated/articleshow/91671602.cms
indiatimes.com,city,fsda: Fsda Busts Unit Making Adulterated Vegetable Oil,22-05-2022,https://timesofindia.indiatimes.com/city/varanasi/fsda-busts-unit-making-adulterated-vegetable-oil/articleshow/91716833.cms
indianexpress.com,cities,"Tamil Nadu: 1,000 kg of meat, meant for wedding biryani, seized by food safety officials",24-05-2022,https://indianexpress.com/article/cities/chennai/tamil-nadu-wedding-meat-biryani-seized-7933341/
thehindu.com,cities,"1,200 kg of artificially ripened mangoes seized",25-05-2022,https://www.thehindu.com/news/cities/Tiruchirapalli/1200-kg-of-artificially-ripened-mangoes-seized/article65460416.ece
indiatimes.com,city,trichy: Artificially Ripened Mangoes Destroyed,26-05-2022,https://timesofindia.indiatimes.com/city/trichy/artificially-ripened-mangoes-destroyed/articleshow/91799058.cms
thehindu.com,cities,Food Safety officials raid masala manufacturing unit,27-05-2022,https://www.thehindu.com/news/cities/Coimbatore/food-safety-officials-raid-masala-manufacturing-unit/article65467225.ece
thehindu.com,national,Inspections to check reuse of cooking oil by eateries,27-05-2022,https://www.thehindu.com/news/national/kerala/inspections-to-check-reuse-of-cooking-oil-by-eateries/article65467766.ece
newindianexpress.com,states,Fake soft drink manufacturing unit busted,28-05-2022,https://www.newindianexpress.com/states/odisha/2022/may/28/fake-soft-drink-manufacturing-unit-busted-2458985.html
thehindu.com,cities,"Anti-tobacco awareness rally, raids conducted in shops, eateries",31-05-2022,https://www.thehindu.com/news/cities/Madurai/anti-tobacco-awareness-rally-raids-conducted-in-shops-eateries/article65479876.ece
indiatimes.com,city,70kg of expired meat seized from Chennai restaurant,02-06-2022,https://timesofindia.indiatimes.com/city/chennai/70kg-of-expired-meat-seized-from-chennai-restaurant/articleshow/91968683.cms
indiatimes.com,city,"Chennai: Eatery slapped with 'stop sale' notice for selling stale meat, over 70kg seized",03-06-2022,https://timesofindia.indiatimes.com/city/chennai/chennai-eatery-slapped-with-stop-sale-notice-for-selling-stale-meat-over-70kg-seized/articleshow/91977540.cms
